Pokemon_1,Type_1,Type_number_1,Hp_1,Attack_1,Defense_1,Speed_1,Total_Points_1,Pokemon_2,Type_2,Type_number_2,Hp_2,Attack_2,Defense_2,Speed_2,Total_Points_2,Winner,Index,N_Pokemon_1,N_Pokemon_2
Amaura,Rock,15,77,59,50,46,232,Hydreigon,Dark,6,92,105,90,98,326,1,1836,698,635
Aurorus,Rock,15,123,77,72,58,330,Impidimp,Dark,6,45,45,30,50,93,0,1837,699,859
Sylveon,Fairy,11,95,65,65,60,285,Inkay,Dark,6,53,54,53,45,75,0,1838,700,686
Hawlucha,Fighting,13,78,92,75,118,363,Liepard,Dark,6,64,88,50,106,124,0,1839,701,510
Dedenne,Electric,8,67,58,57,101,283,Malamar,Dark,6,86,92,88,73,281,0,1840,702,687
Carbink,Rock,15,50,50,150,50,300,Mandibuzz,Dark,6,110,65,105,80,260,0,1841,703,630
Goomy,Dragon,17,45,50,35,40,170,Mega Absol,Dark,6,65,150,60,115,340,1,1842,704,359
Sliggoo,Dragon,17,68,75,53,60,256,Mega Houndoom,Dark,6,75,90,90,115,295,1,1843,705,229
Goodra,Dragon,17,90,100,70,80,340,Mega Sableye,Dark,6,50,85,125,20,180,0,1844,706,302
Klefki,Steel,12,57,80,91,75,303,Mightyena,Dark,6,70,90,70,70,220,0,1845,707,262
Phantump,Ghost,16,43,70,48,38,199,Morgrem,Dark,6,65,60,45,70,205,1,1846,708,860
Trevenant,Ghost,16,85,110,76,56,327,Murkrow,Dark,6,60,85,42,91,223,0,1847,709,198
Pumpkaboo Average Size,Ghost,16,49,66,70,51,236,Nickit,Dark,6,40,28,28,50,113,0,1848,710,827
Pumpkaboo Small Size,Ghost,16,44,66,70,56,236,Obstagoon,Dark,6,93,90,101,95,379,1,1849,710,862
Pumpkaboo Large Size,Ghost,16,54,66,70,46,236,Pawniard,Dark,6,45,85,70,60,227,0,1850,710,624
Pumpkaboo Super Size,Ghost,16,59,66,70,41,236,Poochyena,Dark,6,35,55,35,35,127,0,1851,710,261
Gourgeist Average Size,Ghost,16,65,90,122,84,361,Purrloin,Dark,6,41,50,37,66,149,0,1852,711,509
Gourgeist Small Size,Ghost,16,55,85,122,99,361,Sableye,Dark,6,50,75,75,50,165,0,1853,711,302
Gourgeist Large Size,Ghost,16,75,95,122,69,361,Scrafty,Dark,6,65,90,115,58,280.5,0,1854,711,560
Gourgeist Super Size,Ghost,16,85,100,122,54,361,Scraggy,Dark,6,50,75,70,48,193,0,1855,711,559
Bergmite,Ice,10,55,69,85,28,237,Sneasel,Dark,6,55,95,55,115,285.5,1,1856,712,215
Avalugg,Ice,10,95,117,184,28,424,Thievul,Dark,6,70,58,58,90,159,0,1857,713,828
Noibat,Flying,18,40,30,35,55,160,Umbreon,Dark,6,95,65,110,65,305,1,1858,714,197
Noivern,Flying,18,85,70,80,123,358,Vullaby,Dark,6,70,55,75,60,190,0,1859,715,629
Xerneas,Fairy,11,126,131,95,99,451,Weavile,Dark,6,70,120,65,125,118,0,1860,716,461
Yveltal,Dark,6,126,131,95,99,451,Yveltal,Dark,6,126,131,95,99,385.5,0,1861,717,717
Zygarde 50% Forme,Dragon,17,108,100,121,95,424,Zoroark,Dark,6,60,105,60,105,230,0,1862,718,571
Zygarde 10% Forme,Dragon,17,54,100,71,115,340,Zorua,Dark,6,40,65,40,65,110,0,1863,718,570
Zygarde Complete Forme,Dragon,17,216,100,121,85,522,Zweilous,Dark,6,72,85,70,58,85,0,1864,718,634
Diancie,Rock,15,50,100,150,50,350,Absol,Dark,6,65,130,60,75,230,0,1865,719,359
Mega Diancie,Rock,15,50,160,110,110,430,Alolan Meowth,Dark,6,40,35,35,90,40,0,1866,719,52
Hoopa Hoopa Confined,Psychic,14,80,110,60,70,320,Alolan Persian,Dark,6,65,60,60,115,300,0,1867,720,53
Hoopa Hoopa Unbound,Psychic,14,80,160,60,80,380,Alolan Raticate,Dark,6,75,71,70,77,293,0,1868,720,20
Volcanion,Fire,2,80,110,120,70,380,Alolan Rattata,Dark,6,30,56,35,72,83,0,1869,721,19
Rowlet,Grass,1,68,55,55,42,220,Bisharp,Dark,6,65,125,100,70,332.5,1,1870,722,625
Dartrix,Grass,1,78,75,75,52,280,Darkrai,Dark,6,70,90,90,125,300,1,1871,723,491
Decidueye,Grass,1,78,107,75,70,330,Deino,Dark,6,52,65,50,38,151.5,0,1872,724,633
Litten,Fire,2,45,65,40,70,220,Galarian Linoone,Dark,6,78,70,61,100,244,1,1873,725,264
Torracat,Fire,2,65,85,50,90,290,Galarian Zigzagoon,Dark,6,38,30,41,60,84,0,1874,726,263
Incineroar,Fire,2,95,115,90,60,360,Grimmsnarl,Dark,6,95,120,65,60,225,0,1875,727,861
Popplio,Water,3,50,54,54,40,198,Guzzlord,Dark,6,223,101,53,43,393,1,1876,728,799
Brionne,Water,3,60,69,69,50,248,Honchkrow,Dark,6,100,125,52,71,279,1,1877,729,430
Primarina,Water,3,80,74,74,60,288,Houndoom,Dark,6,75,90,50,95,162,0,1878,730,229
Pikipek,Normal,5,35,75,30,65,205,Houndour,Dark,6,45,60,30,65,125,0,1879,731,228
Trumbeak,Normal,5,55,85,50,75,265,Hydreigon,Dark,6,92,105,90,98,300,1,1880,732,635
Toucannon,Normal,5,80,120,75,60,335,Impidimp,Dark,6,45,45,30,50,50,0,1881,733,859
Yungoos,Normal,5,48,70,30,45,193,Inkay,Dark,6,53,54,53,45,135,0,1882,734,686
Gumshoos,Normal,5,88,110,60,45,303,Liepard,Dark,6,64,88,50,106,198,0,1883,735,510
Grubbin,Bug,4,47,62,45,46,200,Malamar,Dark,6,86,92,88,73,91,0,1884,736,687
Charjabug,Bug,4,57,82,95,36,270,Mandibuzz,Dark,6,110,65,105,80,278,1,1885,737,630
Vikavolt,Bug,4,77,70,90,43,280,Mega Absol,Dark,6,65,150,60,115,250,0,1886,738,359
Crabrawler,Fighting,13,47,82,57,63,249,Mega Houndoom,Dark,6,75,90,90,115,288,1,1887,739,229
Crabominable,Fighting,13,97,132,77,43,349,Mega Sableye,Dark,6,50,85,125,20,16,0,1888,740,302
Oricorio Baile Style,Fire,2,75,70,70,93,308,Mightyena,Dark,6,70,90,70,70,230,0,1889,741,262
Oricorio Pom-Pom Style,Electric,8,75,70,70,93,308,Morgrem,Dark,6,65,60,45,70,170,0,1890,741,860
Oricorio Pa'u Style,Psychic,14,75,70,70,93,308,Murkrow,Dark,6,60,85,42,91,278,0,1891,741,198
Oricorio Sensu Style,Ghost,16,75,70,70,93,308,Nickit,Dark,6,40,28,28,50,111,0,1892,741,827
Cutiefly,Bug,4,40,45,40,84,209,Obstagoon,Dark,6,93,90,101,95,289,1,1893,742,862
Ribombee,Bug,4,60,55,60,124,299,Pawniard,Dark,6,45,85,70,60,205,0,1894,743,624
Rockruff,Rock,15,45,65,40,60,210,Poochyena,Dark,6,35,55,35,35,95,0,1895,744,261
O. T. Rockruff,Rock,15,45,65,40,60,210,Purrloin,Dark,6,41,50,37,66,129,0,1896,744,509
Lycanroc Midday Form,Rock,15,75,115,65,112,367,Sableye,Dark,6,50,75,75,50,135,0,1897,745,302
Lycanroc Midnight Form,Rock,15,85,115,75,82,357,Scrafty,Dark,6,65,90,115,58,270.5,0,1898,745,560
Lycanroc Dusk Form,Rock,15,75,117,65,110,367,Scraggy,Dark,6,50,75,70,48,184.5,0,1899,745,559
Wishiwashi Solo Form,Water,3,45,20,20,40,125,Sneasel,Dark,6,55,95,55,115,300,1,1900,746,215
Wishiwashi School Form,Water,3,45,140,130,30,345,Thievul,Dark,6,70,58,58,90,136,0,1901,746,828
Mareanie,Poison,7,50,53,62,45,210,Umbreon,Dark,6,95,65,110,65,282,1,1902,747,197
Toxapex,Poison,7,50,63,152,35,300,Vullaby,Dark,6,70,55,75,60,197,0,1903,748,629
Mudbray,Ground,9,70,100,70,45,285,Weavile,Dark,6,70,120,65,125,280,0,1904,749,461
Mudsdale,Ground,9,100,125,100,35,360,Yveltal,Dark,6,126,131,95,99,451,1,1905,750,717
Dewpider,Water,3,38,40,52,27,157,Zoroark,Dark,6,60,105,60,105,290,1,1906,751,571
Araquanid,Water,3,68,70,92,42,272,Zorua,Dark,6,40,65,40,65,140,0,1907,752,570
Fomantis,Grass,1,40,55,35,35,165,Zweilous,Dark,6,72,85,70,58,257.5,1,1908,753,634
Lurantis,Grass,1,70,105,90,45,310,Absol,Dark,6,65,130,60,75,225,0,1909,754,359
Morelull,Grass,1,40,35,55,15,145,Alolan Meowth,Dark,6,40,35,35,90,165,1,1910,755,52
Shiinotic,Grass,1,60,45,80,30,215,Alolan Persian,Dark,6,65,60,60,115,255,1,1911,756,53
Salandit,Poison,7,48,44,40,77,209,Alolan Raticate,Dark,6,75,71,70,77,249,1,1912,757,20
Salazzle,Poison,7,68,64,60,117,309,Alolan Rattata,Dark,6,30,56,35,72,129,0,1913,758,19
Stufful,Normal,5,70,75,50,50,245,Bisharp,Dark,6,65,125,100,70,322.5,1,1914,759,625
Bewear,Normal,5,120,125,80,60,385,Darkrai,Dark,6,70,90,90,125,250,0,1915,760,491
Bounsweet,Grass,1,42,30,38,32,142,Deino,Dark,6,52,65,50,38,190,1,1916,761,633
Steenee,Grass,1,52,40,48,62,202,Galarian Linoone,Dark,6,78,70,61,100,269,1,1917,762,264
Tsareena,Grass,1,72,120,98,72,362,Galarian Zigzagoon,Dark,6,38,30,41,60,49,0,1918,763,263
Comfey,Fairy,11,51,52,90,100,293,Grimmsnarl,Dark,6,95,120,65,60,236,0,1919,764,861
Oranguru,Normal,5,90,60,80,60,290,Guzzlord,Dark,6,223,101,53,43,360,1,1920,765,799
Passimian,Fighting,13,100,120,90,80,390,Honchkrow,Dark,6,100,125,52,71,108,0,1921,766,430
Wimpod,Bug,4,25,35,40,80,180,Houndoom,Dark,6,75,90,50,95,275,1,1922,767,229
Golisopod,Bug,4,75,125,140,40,380,Houndour,Dark,6,45,60,30,65,75,0,1923,768,228
Sandygast,Ghost,16,55,55,80,15,205,Hydreigon,Dark,6,92,105,90,98,357.5,1,1924,769,635
Palossand,Ghost,16,85,75,110,35,305,Impidimp,Dark,6,45,45,30,50,132.5,0,1925,770,859
Pyukumuku,Water,3,55,60,130,5,250,Inkay,Dark,6,53,54,53,45,145,0,1926,771,686
Type: Null,Normal,5,95,95,95,59,344,Liepard,Dark,6,64,88,50,106,213,0,1927,772,510
Silvally,Normal,5,95,95,95,95,380,Malamar,Dark,6,86,92,88,73,244,0,1928,773,687
Minior Meteor Form,Rock,15,60,60,100,60,280,Mandibuzz,Dark,6,110,65,105,80,240,0,1929,774,630
Minior Core Form,Rock,15,60,100,60,120,340,Mega Absol,Dark,6,65,150,60,115,290,0,1930,774,359
Komala,Normal,5,65,115,65,65,310,Mega Houndoom,Dark,6,75,90,90,115,255,0,1931,775,229
Turtonator,Fire,2,60,78,135,36,309,Mega Sableye,Dark,6,50,85,125,20,202,0,1932,776,302
Togedemaru,Electric,8,65,98,63,96,322,Mightyena,Dark,6,70,90,70,70,202,0,1933,777,262
Mimikyu,Ghost,16,55,90,80,96,321,Morgrem,Dark,6,65,60,45,70,195,0,1934,778,860
Bruxish,Water,3,68,105,70,92,335,Murkrow,Dark,6,60,85,42,91,173,0,1935,779,198
Drampa,Normal,5,78,60,85,36,259,Nickit,Dark,6,40,28,28,50,86,0,1936,780,827
Dhelmise,Ghost,16,70,131,100,40,341,Obstagoon,Dark,6,93,90,101,95,379,1,1937,781,862
Jangmo-o,Dragon,17,45,55,65,45,210,Pawniard,Dark,6,45,85,70,60,232.5,1,1938,782,624
Hakamo-o,Dragon,17,55,75,90,65,285,Poochyena,Dark,6,35,55,35,35,85,0,1939,783,261
Kommo-o,Dragon,17,75,110,125,85,395,Purrloin,Dark,6,41,50,37,66,84,0,1940,784,509
Tapu Koko,Electric,8,70,115,85,130,400,Sableye,Dark,6,50,75,75,50,135,0,1941,785,302
Tapu Lele,Psychic,14,70,85,75,95,325,Scrafty,Dark,6,65,90,115,58,328,1,1942,786,560
Tapu Bulu,Grass,1,70,130,115,75,390,Scraggy,Dark,6,50,75,70,48,113,0,1943,787,559
Tapu Fini,Water,3,70,75,115,85,345,Sneasel,Dark,6,55,95,55,115,245,0,1944,788,215
Cosmog,Psychic,14,43,29,31,37,140,Thievul,Dark,6,70,58,58,90,276,1,1945,789,828
Cosmoem,Psychic,14,43,29,131,37,240,Umbreon,Dark,6,95,65,110,65,335,1,1946,790,197
Solgaleo,Psychic,14,137,137,107,97,478,Vullaby,Dark,6,70,55,75,60,260,0,1947,791,629
Lunala,Psychic,14,137,113,89,97,436,Weavile,Dark,6,70,120,65,125,380,0,1948,792,461
Nihilego,Rock,15,109,53,47,103,312,Yveltal,Dark,6,126,131,95,99,345,1,1949,793,717
Buzzwole,Bug,4,107,139,139,79,464,Zoroark,Dark,6,60,105,60,105,52,0,1950,794,571
Pheromosa,Bug,4,71,137,37,151,396,Zorua,Dark,6,40,65,40,65,-64,0,1951,795,570
Xurkitree,Electric,8,83,89,71,83,326,Zweilous,Dark,6,72,85,70,58,240.5,0,1952,796,634
Celesteela,Steel,12,97,101,103,61,362,Absol,Dark,6,65,130,60,75,229,0,1953,797,359
Kartana,Grass,1,59,181,131,109,480,Alolan Meowth,Dark,6,40,35,35,90,19,0,1954,798,52
Guzzlord,Dark,6,223,101,53,43,420,Alolan Persian,Dark,6,65,60,60,115,249.5,0,1955,799,53
Necrozma,Psychic,14,97,107,101,79,384,Alolan Raticate,Dark,6,75,71,70,77,293,0,1956,800,20
Dusk Mane Necrozma,Psychic,14,97,157,127,77,458,Alolan Rattata,Dark,6,30,56,35,72,193,0,1957,800,19
Dawn Wings Necrozma,Psychic,14,97,113,109,77,396,Bisharp,Dark,6,65,125,100,70,360,0,1958,800,625
Ultra Necrozma,Psychic,14,97,167,97,129,490,Darkrai,Dark,6,70,90,90,125,375,0,1959,800,491
Magearna,Steel,12,80,95,115,65,355,Deino,Dark,6,52,65,50,38,110,0,1960,801,633
Marshadow,Fighting,13,90,125,80,125,420,Galarian Linoone,Dark,6,78,70,61,100,59,0,1961,802,264
Poipole,Poison,7,67,73,67,73,280,Galarian Zigzagoon,Dark,6,38,30,41,60,96,0,1962,803,263
Naganadel,Poison,7,73,73,73,121,340,Grimmsnarl,Dark,6,95,120,65,60,194,0,1963,804,861
Stakataka,Rock,15,61,131,211,13,416,Guzzlord,Dark,6,223,101,53,43,289,0,1964,805,799
Blacephalon,Fire,2,53,127,53,107,340,Honchkrow,Dark,6,100,125,52,71,221,0,1965,806,430
Zeraora,Electric,8,88,112,75,143,418,Houndoom,Dark,6,75,90,50,95,198,0,1966,807,229
Meltan,Steel,12,46,65,65,34,210,Houndour,Dark,6,45,60,30,65,167.5,0,1967,808,228
Melmetal,Steel,12,135,143,143,34,455,Hydreigon,Dark,6,92,105,90,98,242,0,1968,809,635
Grookey,Grass,1,50,65,50,65,230,Impidimp,Dark,6,45,45,30,50,105,0,1969,810,859
Thwackey,Grass,1,70,85,70,80,305,Inkay,Dark,6,53,54,53,45,120,0,1970,811,686
Rillaboom,Grass,1,100,125,90,85,400,Liepard,Dark,6,64,88,50,106,183,0,1971,812,510
Scorbunny,Fire,2,50,71,40,69,230,Malamar,Dark,6,86,92,88,73,268,1,1972,813,687
Raboot,Fire,2,65,86,60,94,305,Mandibuzz,Dark,6,110,65,105,80,274,0,1973,814,630
Cinderace,Fire,2,80,116,75,119,390,Mega Absol,Dark,6,65,150,60,115,274,0,1974,815,359
Sobble,Water,3,50,40,40,70,200,Mega Houndoom,Dark,6,75,90,90,115,290,1,1975,816,229
Drizzile,Water,3,65,60,55,90,270,Mega Sableye,Dark,6,50,85,125,20,220,0,1976,817,302
Inteleon,Water,3,70,85,65,120,340,Mightyena,Dark,6,70,90,70,70,215,0,1977,818,262
Skwovet,Normal,5,70,55,55,25,205,Morgrem,Dark,6,65,60,45,70,185,0,1978,819,860
Greedent,Normal,5,120,95,95,20,330,Murkrow,Dark,6,60,85,42,91,183,0,1979,820,198
Rookidee,Flying,18,38,47,35,57,177,Nickit,Dark,6,40,28,28,50,99,0,1980,821,827
Corvisquire,Flying,18,68,67,55,77,267,Obstagoon,Dark,6,93,90,101,95,312,1,1981,822,862
Corviknight,Flying,18,98,87,105,67,357,Pawniard,Dark,6,45,85,70,60,216.5,0,1982,823,624
Blipbug,Bug,4,25,20,20,45,110,Poochyena,Dark,6,35,55,35,35,120,1,1983,824,261
Dottler,Bug,4,50,35,80,30,195,Purrloin,Dark,6,41,50,37,66,124,0,1984,825,509
Orbeetle,Bug,4,60,45,110,90,305,Sableye,Dark,6,50,75,75,50,205,0,1985,826,302
Nickit,Dark,6,40,28,28,50,146,Scrafty,Dark,6,65,90,115,58,321,1,1986,827,560
Thievul,Dark,6,70,58,58,90,276,Scraggy,Dark,6,50,75,70,48,228.5,0,1987,828,559
Gossifleur,Grass,1,40,40,60,10,150,Sneasel,Dark,6,55,95,55,115,280,1,1988,829,215
Eldegoss,Grass,1,60,50,90,60,260,Thievul,Dark,6,70,58,58,90,226,0,1989,830,828
Wooloo,Normal,5,42,40,55,48,185,Umbreon,Dark,6,95,65,110,65,295,1,1990,831,197
Dubwool,Normal,5,72,80,100,88,340,Vullaby,Dark,6,70,55,75,60,180,0,1991,832,629
Chewtle,Water,3,50,64,50,44,208,Weavile,Dark,6,70,120,65,125,316,1,1992,833,461
Drednaw,Water,3,90,115,90,74,369,Yveltal,Dark,6,126,131,95,99,336,0,1993,834,717
Yamper,Electric,8,59,45,50,26,180,Zoroark,Dark,6,60,105,60,105,285,1,1994,835,571
Boltund,Electric,8,69,90,60,121,340,Zorua,Dark,6,40,65,40,65,120,0,1995,836,570
Rolycoly,Rock,15,30,40,50,30,150,Zweilous,Dark,6,72,85,70,58,245,1,1996,837,634
Carkol,Rock,15,80,60,90,50,280,Absol,Dark,6,65,130,60,75,270,0,1997,838,359
Coalossal,Rock,15,110,80,120,30,340,Alolan Meowth,Dark,6,40,35,35,90,120,0,1998,839,52
Applin,Grass,1,40,40,80,20,180,Alolan Persian,Dark,6,65,60,60,115,260,1,1999,840,53
Flapple,Grass,1,70,110,80,70,330,Alolan Raticate,Dark,6,75,71,70,77,183,0,2000,841,20
Appletun,Grass,1,110,85,80,30,305,Alolan Rattata,Dark,6,30,56,35,72,108,0,2001,842,19
Silicobra,Ground,9,52,57,75,46,230,Bisharp,Dark,6,65,125,100,70,246,1,2002,843,625
Sandaconda,Ground,9,72,107,125,71,375,Darkrai,Dark,6,70,90,90,125,268,0,2003,844,491
Cramorant,Flying,18,70,85,55,85,295,Deino,Dark,6,52,65,50,38,120,0,2004,845,633
Arrokuda,Water,3,41,63,40,66,210,Galarian Linoone,Dark,6,78,70,61,100,246,1,2005,846,264
Barraskewda,Water,3,61,123,60,136,380,Galarian Zigzagoon,Dark,6,38,30,41,60,46,0,2006,847,263
Toxel,Electric,8,40,38,35,40,153,Grimmsnarl,Dark,6,95,120,65,60,302,1,2007,848,861
Toxtricity Low Key Form,Electric,8,75,98,70,75,318,Guzzlord,Dark,6,223,101,53,43,371,1,2008,849,799
Toxtricity Amped Form,Electric,8,75,98,70,75,318,Honchkrow,Dark,6,100,125,52,71,152,0,2009,849,430
Sizzlipede,Fire,2,50,65,45,45,205,Houndoom,Dark,6,75,90,50,95,277.5,1,2010,850,229
Centiskorch,Fire,2,100,115,65,65,345,Houndour,Dark,6,45,60,30,65,142.5,0,2011,851,228
Clobbopus,Fighting,13,50,68,60,32,210,Hydreigon,Dark,6,92,105,90,98,113,0,2012,852,635
Grapploct,Fighting,13,80,118,90,42,330,Impidimp,Dark,6,45,45,30,50,-66,0,2013,853,859
Sinistea,Ghost,16,40,45,45,50,180,Inkay,Dark,6,53,54,53,45,160,0,2014,854,686
Polteageist,Ghost,16,60,65,65,70,260,Liepard,Dark,6,64,88,50,106,275.5,1,2015,855,510
Hatenna,Psychic,14,42,30,45,39,156,Malamar,Dark,6,86,92,88,73,339,1,2016,856,687
Hattrem,Psychic,14,57,40,65,49,211,Mandibuzz,Dark,6,110,65,105,80,360,1,2017,857,630
Hatterene,Psychic,14,57,90,95,29,271,Mega Absol,Dark,6,65,150,60,115,390,1,2018,858,359
Impidimp,Dark,6,45,45,30,50,170,Mega Houndoom,Dark,6,75,90,90,115,347.5,1,2019,859,229
Morgrem,Dark,6,65,60,45,70,240,Mega Sableye,Dark,6,50,85,125,20,220,0,2020,860,302
Grimmsnarl,Dark,6,95,120,65,60,340,Mightyena,Dark,6,70,90,70,70,240,0,2021,861,262
Obstagoon,Dark,6,93,90,101,95,379,Morgrem,Dark,6,65,60,45,70,217.5,0,2022,862,860
Perrserker,Steel,12,70,110,100,50,330,Murkrow,Dark,6,60,85,42,91,168,0,2023,863,198
Cursola,Ghost,16,60,95,50,30,235,Nickit,Dark,6,40,28,28,50,98.5,0,2024,864,827
Sirfetch'd,Fighting,13,62,135,95,65,357,Obstagoon,Dark,6,93,90,101,95,109,0,2025,865,862
Mr. Rime,Psychic,14,80,85,75,70,310,Pawniard,Dark,6,45,85,70,60,260,0,2026,866,624
Runerigus,Ground,9,58,95,145,30,328,Poochyena,Dark,6,35,55,35,35,65,0,2027,867,261
Milcery,Fairy,11,45,40,40,34,159,Purrloin,Dark,6,41,50,37,66,114,0,2028,868,509
Alcremie,Fairy,11,65,60,75,64,264,Sableye,Dark,6,50,75,75,50,130,0,2029,869,302
Falinks,Fighting,13,65,100,100,75,340,Scrafty,Dark,6,65,90,115,58,-72,0,2030,870,560
Pincurchin,Electric,8,48,101,95,15,259,Scraggy,Dark,6,50,75,70,48,142,0,2031,871,559
Snom,Ice,10,30,25,35,20,110,Sneasel,Dark,6,55,95,55,115,307.5,1,2032,872,215
Frosmoth,Ice,10,70,65,60,65,260,Thievul,Dark,6,70,58,58,90,211,0,2033,873,828
Stonjourner,Rock,15,100,125,135,70,430,Umbreon,Dark,6,95,65,110,65,210,0,2034,874,197
Eiscue Ice Face,Ice,10,75,80,110,50,315,Vullaby,Dark,6,70,55,75,60,100,0,2035,875,629
Eiscue Noice Face,Ice,10,75,80,70,130,355,Weavile,Dark,6,70,120,65,125,340,0,2036,875,461
Indeedee Male,Psychic,14,60,65,55,95,275,Yveltal,Dark,6,126,131,95,99,451,1,2037,876,717
Indeedee Female,Psychic,14,70,55,65,85,275,Zoroark,Dark,6,60,105,60,105,330,1,2038,876,571
Morpeko Full Belly Mode,Electric,8,58,95,58,97,308,Zorua,Dark,6,40,65,40,65,115,0,2039,877,570
Morpeko Hangry Mode,Electric,8,58,95,58,97,308,Zweilous,Dark,6,72,85,70,58,237.5,0,2040,877,634
Cufant,Steel,12,72,80,49,40,241,Absol,Dark,6,65,130,60,75,250,1,2041,878,359
Copperajah,Steel,12,122,130,69,30,351,Alolan Meowth,Dark,6,40,35,35,90,70,0,2042,879,52
Dracozolt,Electric,8,90,100,90,75,355,Alolan Persian,Dark,6,65,60,60,115,200,0,2043,880,53
Arctozolt,Electric,8,90,100,90,55,335,Alolan Raticate,Dark,6,75,71,70,77,193,0,2044,881,20
Dracovish,Water,3,90,90,100,75,355,Alolan Rattata,Dark,6,30,56,35,72,103,0,2045,882,19
Arctovish,Water,3,90,90,100,55,335,Bisharp,Dark,6,65,125,100,70,270,0,2046,883,625
Duraludon,Steel,12,70,95,115,85,365,Darkrai,Dark,6,70,90,90,125,280,0,2047,884,491
Dreepy,Dragon,17,28,60,30,82,200,Deino,Dark,6,52,65,50,38,85,0,2048,885,633
Drakloak,Dragon,17,68,80,50,102,300,Galarian Linoone,Dark,6,78,70,61,100,229,0,2049,886,264
Dragapult,Dragon,17,88,120,75,142,425,Galarian Zigzagoon,Dark,6,38,30,41,60,49,0,2050,887,263
Zacian,Fairy,11,92,170,115,148,525,Grimmsnarl,Dark,6,95,120,65,60,0,0,2051,888,861
Zacian Hero,Fairy,11,92,130,115,138,475,Guzzlord,Dark,6,223,101,53,43,-100,0,2052,888,799
Zamazenta,Fighting,13,92,130,145,128,495,Honchkrow,Dark,6,100,125,52,71,88,0,2053,889,430
Zamazenta Hero,Fighting,13,92,130,115,138,475,Houndoom,Dark,6,75,90,50,95,180,0,2054,889,229
Eternatus,Poison,7,140,85,95,130,450,Houndour,Dark,6,45,60,30,65,115,0,2055,890,228
Eternatus Eternamax,Poison,7,255,115,250,130,750,Hydreigon,Dark,6,92,105,90,98,270,0,2056,890,635
Bulbasaur,Grass,1,45,49,49,45,188,Altaria,Dragon,17,75,70,90,80,302.75,1,2057,1,334
Ivysaur,Grass,1,60,62,63,60,245,Axew,Dragon,17,46,87,60,57,219,0,2058,2,610
Venusaur,Grass,1,80,82,83,80,325,Bagon,Dragon,17,45,75,60,50,189,0,2059,3,371
Mega Venusaur,Grass,1,80,100,123,80,383,Black Kyurem,Dragon,17,125,170,100,95,440,1,2060,3,646
Charmander,Fire,2,39,52,43,65,199,Dragapult,Dragon,17,88,120,75,142,399,1,2061,4,887
Charmeleon,Fire,2,58,64,58,80,260,Dragonair,Dragon,17,61,84,65,70,248,0,2062,5,148
Charizard,Fire,2,78,84,78,100,340,Dragonite,Dragon,17,91,134,95,80,358,1,2063,6,149
Mega Charizard X,Fire,2,78,130,111,100,419,Drakloak,Dragon,17,68,80,50,102,235,0,2064,6,886
Mega Charizard Y,Fire,2,78,104,78,100,360,Dratini,Dragon,17,41,64,45,50,148,0,2065,6,147
Squirtle,Water,3,44,48,65,43,200,Dreepy,Dragon,17,28,60,30,82,176,0,2066,7,885
Wartortle,Water,3,59,63,80,58,260,Druddigon,Dragon,17,77,120,90,48,303.5,1,2067,8,621
Blastoise,Water,3,79,83,100,78,340,Fraxure,Dragon,17,66,117,70,67,278.5,0,2068,9,611
Mega Blastoise,Water,3,79,103,120,78,380,Gabite,Dragon,17,68,90,65,82,202,0,2069,9,444
Caterpie,Bug,4,45,30,35,45,155,Garchomp,Dragon,17,108,130,95,102,405,1,2070,10,445
Metapod,Bug,4,50,20,55,30,155,Gible,Dragon,17,58,70,45,42,195,1,2071,11,443
Butterfree,Bug,4,60,45,50,70,225,Goodra,Dragon,17,90,100,70,80,295,1,2072,12,706
Weedle,Bug,4,40,35,30,50,155,Goomy,Dragon,17,45,50,35,40,135,0,2073,13,704
Kakuna,Bug,4,45,25,50,35,155,Hakamo-o,Dragon,17,55,75,90,65,272.5,1,2074,14,783
Beedrill,Bug,4,65,90,40,75,270,Haxorus,Dragon,17,76,147,90,97,320,1,2075,15,612
Mega Beedrill,Bug,4,65,150,40,145,400,Jangmo-o,Dragon,17,45,55,65,45,60,0,2076,15,782
Pidgey,Normal,5,40,45,40,56,181,Kommo-o,Dragon,17,75,110,125,85,350,1,2077,16,784
Pidgeotto,Normal,5,63,60,55,71,249,Kyurem,Dragon,17,125,130,90,95,380,1,2078,17,646
Pidgeot,Normal,5,83,80,75,101,339,Latias,Dragon,17,80,80,90,110,280,0,2079,18,380
Mega Pidgeot,Normal,5,83,80,80,121,364,Latios,Dragon,17,80,90,80,110,280,0,2080,18,381
Rattata,Normal,5,30,56,35,72,193,Mega Altaria,Dragon,17,75,110,110,80,319,1,2081,19,334
Alolan Rattata,Dark,6,30,56,35,72,193,Mega Garchomp,Dragon,17,108,170,115,92,429,1,2082,19,445
Raticate,Normal,5,55,81,60,97,293,Mega Latias,Dragon,17,80,100,120,110,329,1,2083,20,380
Alolan Raticate,Dark,6,75,71,70,77,293,Mega Latios,Dragon,17,80,130,100,110,278,0,2084,20,381
Spearow,Normal,5,40,60,30,70,200,Mega Rayquaza,Dragon,17,105,180,100,115,440,1,2085,21,384
Fearow,Normal,5,65,90,65,100,320,Mega Salamence,Dragon,17,95,145,130,120,400,1,2086,22,373
